,target,word_count,stop_word_count,url_count,mean_word_length,char_count,punctuation_count,vector
5303,0,23,15,0,4.434782608695652,124,3,[0. 0. 0. ... 0. 0. 0.]
5110,1,20,5,1,5.5,129,7,[0. 0. 0. ... 0. 0. 0.]
5322,0,15,5,1,6.0,104,8,[0. 0. 0. ... 0. 0. 0.]
2519,0,16,7,1,6.5625,120,7,[0. 0. 0. ... 0. 0. 0.]
3633,0,19,8,0,6.368421052631579,139,8,[0. 0. 0. ... 0. 0. 0.]
424,1,14,2,1,9.142857142857142,141,13,[0. 0. 0. ... 0. 0. 0.]
4352,0,20,4,1,5.75,134,9,[0. 0. 0. ... 0. 0. 0.]
2588,1,12,1,1,6.75,92,8,[0. 0. 0. ... 0. 0. 0.]
741,0,18,7,0,5.166666666666667,110,4,[0. 0. 0. ... 0. 0. 0.]
4864,0,21,11,0,5.523809523809524,137,3,[0. 0. 0. ... 0. 0. 0.]
6769,0,9,4,0,4.111111111111111,45,0,[0. 0. 0. ... 0. 0. 0.]
4932,0,17,4,1,6.647058823529412,129,8,[0. 0. 0. ... 0. 0. 0.]
6012,0,7,0,1,8.142857142857142,64,10,[0. 0. 0. ... 0. 0. 0.]
1316,0,13,3,1,6.153846153846154,93,8,[0. 0. 0. ... 0. 0. 0.]
5376,0,22,11,0,3.227272727272727,92,2,[0. 0. 0. ... 0. 0. 0.]
4893,1,15,3,2,8.2,137,12,[0. 0. 0. ... 0. 0. 0.]
4185,0,18,4,1,6.166666666666667,128,8,[0. 0. 0. ... 0. 0. 0.]
5870,0,26,9,0,4.461538461538462,141,5,[0. 0. 0. ... 0. 0. 0.]
509,0,12,5,0,5.75,80,3,[0. 0. 0. ... 0. 0. 0.]
7406,0,16,1,1,7.5625,136,13,[0. 0. 0. ... 0. 0. 0.]
5741,0,21,9,1,5.476190476190476,135,13,[0. 0. 0. ... 0. 0. 0.]
4643,0,13,6,0,5.153846153846154,79,5,[0. 0. 0. ... 0. 0. 0.]
5551,1,16,6,1,6.4375,118,13,[0. 0. 0. ... 0. 0. 0.]
2522,1,15,6,0,4.266666666666667,78,0,[0. 0. 0. ... 0. 0. 0.]
6441,1,6,1,1,7.333333333333333,49,5,[0. 0. 0. ... 0. 0. 0.]
5217,0,13,0,1,8.615384615384615,125,11,[0. 0. 0. ... 0. 0. 0.]
647,1,14,4,0,4.428571428571429,75,1,[0. 0. 0. ... 0. 0. 0.]
4996,1,18,4,1,6.833333333333333,140,8,[0. 0. 0. ... 0. 0. 0.]
5315,1,18,7,1,6.611111111111111,136,10,[0. 0. 0. ... 0. 0. 0.]
5539,0,21,5,0,5.571428571428571,137,4,[0. 0. 0. ... 0. 0. 0.]
3233,1,20,7,0,5.95,138,2,[0. 0. 0. ... 0. 0. 0.]
379,0,11,3,2,7.909090909090909,97,11,[0. 0. 0. ... 0. 0. 0.]
2151,1,19,7,1,6.2631578947368425,139,10,[0. 0. 0. ... 0. 0. 0.]
4280,0,18,5,1,6.333333333333333,131,12,[0. 0. 0. ... 0. 0. 0.]
2964,0,23,11,0,4.739130434782608,131,5,[0. 0. 0. ... 0. 0. 0.]
2394,0,26,9,0,4.423076923076923,140,5,[0. 0. 0. ... 0. 0. 0.]
1629,1,6,2,0,6.0,41,2,[0. 0. 0. ... 0. 0. 0.]
955,0,25,15,0,3.6,114,2,[0. 0. 0. ... 0. 0. 0.]
786,0,12,5,1,6.333333333333333,87,10,[0. 0. 0. ... 0. 0. 0.]
1405,1,5,2,0,6.0,34,0,[0. 0. 0. ... 0. 0. 0.]
3270,0,12,4,2,7.583333333333333,102,13,[0. 0. 0. ... 0. 0. 0.]
2754,1,10,3,0,7.2,81,2,[0. 0. 0. ... 0. 0. 0.]
7255,0,24,12,0,4.791666666666667,138,3,[0. 0. 0. ... 0. 0. 0.]
986,0,12,4,0,4.75,68,6,[0. 0. 0. ... 0. 0. 0.]
6134,0,24,11,0,4.958333333333333,142,7,[0. 0. 0. ... 0. 0. 0.]
4165,0,16,6,0,4.1875,82,0,[0. 0. 0. ... 0. 0. 0.]
4448,0,13,6,0,4.230769230769231,67,4,[0. 0. 0. ... 0. 0. 0.]
109,0,11,4,0,5.363636363636363,69,3,[0. 0. 0. ... 0. 0. 0.]
571,0,13,1,2,9.692307692307692,138,16,[0. 0. 0. ... 0. 0. 0.]
3142,0,13,3,0,7.384615384615385,108,4,[0. 0. 0. ... 0. 0. 0.]
752,0,18,8,0,4.111111111111111,91,1,[0. 0. 0. ... 0. 0. 0.]
501,0,21,9,0,5.476190476190476,136,7,[0. 0. 0. ... 0. 0. 0.]
1533,1,19,4,0,6.526315789473684,142,11,[0. 0. 0. ... 0. 0. 0.]
3415,0,21,6,0,5.0,126,3,[0. 0. 0. ... 0. 0. 0.]
6851,0,9,3,0,4.555555555555555,49,2,[0. 0. 0. ... 0. 0. 0.]
1521,1,18,7,0,6.722222222222222,138,4,[0. 0. 0. ... 0. 0. 0.]
5792,0,16,6,0,4.5,87,1,[0. 0. 0. ... 0. 0. 0.]
2798,1,10,2,1,7.8,87,5,[0. 0. 0. ... 0. 0. 0.]
4714,1,17,6,1,5.764705882352941,114,9,[0. 0. 0. ... 0. 0. 0.]
1952,0,17,0,1,7.352941176470588,142,12,[0. 0. 0. ... 0. 0. 0.]
5026,1,4,1,0,7.75,34,4,[0. 0. 0. ... 0. 0. 0.]
6100,1,14,6,0,4.357142857142857,76,1,[0. 0. 0. ... 0. 0. 0.]
4471,1,18,6,1,6.444444444444445,136,11,[0. 0. 0. ... 0. 0. 0.]
2564,1,21,3,0,5.380952380952381,137,5,[0. 0. 0. ... 0. 0. 0.]
1424,1,15,8,0,5.066666666666666,90,3,[0. 0. 0. ... 0. 0. 0.]
1770,1,10,0,1,7.3,82,11,[0. 0. 0. ... 0. 0. 0.]
3864,0,19,11,0,4.315789473684211,102,3,[0. 0. 0. ... 0. 0. 0.]
2436,0,22,11,0,3.954545454545455,110,3,[0. 0. 0. ... 0. 0. 0.]
7145,1,4,0,0,6.75,30,1,[0. 0. 0. ... 0. 0. 0.]
478,1,13,6,1,5.153846153846154,79,7,[0. 0. 0. ... 0. 0. 0.]
1961,1,9,0,0,5.888888888888889,61,2,[0. 0. 0. ... 0. 0. 0.]
4973,1,11,3,1,6.454545454545454,81,5,[0. 0. 0. ... 0. 0. 0.]
6359,1,15,2,2,8.333333333333334,139,11,[0. 0. 0. ... 0. 0. 0.]
5866,0,7,1,1,6.714285714285714,54,8,[0. 0. 0. ... 0. 0. 0.]
6539,1,28,14,0,3.9642857142857135,138,3,[0. 0. 0. ... 0. 0. 0.]
604,1,14,4,1,6.142857142857143,99,6,[0. 0. 0. ... 0. 0. 0.]
1426,0,9,3,0,5.777777777777778,60,2,[0. 0. 0. ... 0. 0. 0.]
2403,0,17,1,1,6.882352941176471,133,12,[0. 0. 0. ... 0. 0. 0.]
4104,1,20,5,1,5.55,130,10,[0. 0. 0. ... 0. 0. 0.]
6670,0,6,1,1,9.166666666666666,60,5,[0. 0. 0. ... 0. 0. 0.]
2060,1,20,7,1,5.85,137,9,[0. 0. 0. ... 0. 0. 0.]
1747,0,6,0,1,9.333333333333334,61,8,[0. 0. 0. ... 0. 0. 0.]
6638,1,17,1,1,7.117647058823529,139,11,[0. 0. 0. ... 0. 0. 0.]
1221,1,23,9,0,4.478260869565218,125,0,[0. 0. 0. ... 0. 0. 0.]
1725,1,16,5,0,4.8125,92,4,[0. 0. 0. ... 0. 0. 0.]
2222,1,21,10,0,5.523809523809524,136,6,[0. 0. 0. ... 0. 0. 0.]
5624,0,14,1,3,8.785714285714286,136,19,[0. 0. 0. ... 0. 0. 0.]
4867,1,24,14,0,4.833333333333333,139,3,[0. 0. 0. ... 0. 0. 0.]
6026,0,15,4,0,4.666666666666667,84,5,[0. 0. 0. ... 0. 0. 0.]
4037,0,9,2,1,6.888888888888889,70,6,[0. 0. 0. ... 0. 0. 0.]
271,1,19,3,1,6.315789473684211,138,11,[0. 0. 0. ... 0. 0. 0.]
6252,1,20,3,1,5.1,121,9,[0. 0. 0. ... 0. 0. 0.]
2645,0,8,4,1,5.5,51,5,[0. 0. 0. ... 0. 0. 0.]
5725,1,18,7,1,6.611111111111111,136,13,[0. 0. 0. ... 0. 0. 0.]
6085,0,15,7,2,6.533333333333333,112,13,[0. 0. 0. ... 0. 0. 0.]
5828,0,20,6,1,5.95,138,13,[0. 0. 0. ... 0. 0. 0.]
5202,0,5,2,0,6.0,34,1,[0. 0. 0. ... 0. 0. 0.]
4632,0,11,4,1,5.818181818181818,74,5,[0. 0. 0. ... 0. 0. 0.]
3820,1,14,4,0,6.357142857142857,102,2,[0. 0. 0. ... 0. 0. 0.]
987,0,6,1,0,4.666666666666667,33,0,[0. 0. 0. ... 0. 0. 0.]
6874,0,21,9,0,4.380952380952381,112,2,[0. 0. 0. ... 0. 0. 0.]
2455,1,17,3,0,4.823529411764706,100,6,[0. 0. 0. ... 0. 0. 0.]
4693,0,8,1,1,8.0,71,7,[0. 0. 0. ... 0. 0. 0.]
6518,0,28,13,0,4.178571428571429,144,5,[0. 0. 0. ... 0. 0. 0.]
5230,0,17,7,1,7.235294117647059,139,9,[0. 0. 0. ... 0. 0. 0.]
5885,1,14,8,1,5.571428571428571,91,5,[0. 0. 0. ... 0. 0. 0.]
5378,0,14,0,0,4.857142857142857,81,6,[0. 0. 0. ... 0. 0. 0.]
7165,1,24,5,0,4.875,140,4,[0. 0. 0. ... 0. 0. 0.]
4946,1,7,3,0,4.571428571428571,38,2,[0. 0. 0. ... 0. 0. 0.]
3120,0,11,6,0,4.909090909090909,64,1,[0. 0. 0. ... 0. 0. 0.]
1019,0,19,2,1,6.0,132,5,[0. 0. 0. ... 0. 0. 0.]
5983,0,3,0,0,8.0,26,3,[0. 0. 0. ... 0. 0. 0.]
6800,0,12,4,0,3.583333333333333,54,1,[0. 0. 0. ... 0. 0. 0.]
3198,1,23,9,1,5.086956521739131,139,7,[0. 0. 0. ... 0. 0. 0.]
4601,1,16,2,1,4.875,93,7,[0. 0. 0. ... 0. 0. 0.]
5932,1,19,8,0,4.526315789473684,104,3,[0. 0. 0. ... 0. 0. 0.]
5287,1,18,7,1,6.611111111111111,136,10,[0. 0. 0. ... 0. 0. 0.]
3992,1,19,8,0,4.842105263157895,110,1,[0. 0. 0. ... 0. 0. 0.]
5374,1,10,2,1,6.9,78,6,[0. 0. 0. ... 0. 0. 0.]
5997,0,14,8,0,4.571428571428571,77,0,[0. 0. 0. ... 0. 0. 0.]
1080,1,22,6,0,3.3181818181818183,94,1,[0. 0. 0. ... 0. 0. 0.]
2239,1,22,10,0,4.681818181818182,124,9,[0. 0. 0. ... 0. 0. 0.]
4620,0,9,1,1,8.777777777777779,87,8,[0. 0. 0. ... 0. 0. 0.]
6528,0,7,4,0,4.0,34,1,[0. 0. 0. ... 0. 0. 0.]
5500,0,15,2,2,8.2,137,11,[0. 0. 0. ... 0. 0. 0.]
199,0,9,3,1,10.444444444444445,102,16,[0. 0. 0. ... 0. 0. 0.]
7436,0,11,3,0,5.2727272727272725,68,7,[0. 0. 0. ... 0. 0. 0.]
6175,0,6,2,0,5.0,35,0,[0. 0. 0. ... 0. 0. 0.]
2104,1,20,10,1,4.6,111,6,[0. 0. 0. ... 0. 0. 0.]
5596,1,7,3,0,5.571428571428571,45,3,[0. 0. 0. ... 0. 0. 0.]
1967,1,12,2,1,7.083333333333333,96,6,[0. 0. 0. ... 0. 0. 0.]
4422,0,17,2,1,7.294117647058823,140,10,[0. 0. 0. ... 0. 0. 0.]
7193,1,13,2,1,6.923076923076923,102,6,[0. 0. 0. ... 0. 0. 0.]
3835,1,20,7,0,5.15,122,1,[0. 0. 0. ... 0. 0. 0.]
5522,0,24,11,0,4.791666666666667,138,6,[0. 0. 0. ... 0. 0. 0.]
2505,0,10,4,2,8.1,90,12,[0. 0. 0. ... 0. 0. 0.]
1528,0,20,5,1,5.95,138,10,[0. 0. 0. ... 0. 0. 0.]
7332,0,19,4,1,6.421052631578948,140,11,[0. 0. 0. ... 0. 0. 0.]
6315,0,14,6,0,4.071428571428571,70,1,[0. 0. 0. ... 0. 0. 0.]
2247,0,23,9,0,5.0,137,2,[0. 0. 0. ... 0. 0. 0.]
6220,0,4,2,1,8.0,35,5,[0. 0. 0. ... 0. 0. 0.]
4929,0,17,3,0,7.529411764705882,145,61,[0. 0. 0. ... 0. 0. 0.]
2156,1,19,7,1,6.2631578947368425,139,10,[0. 0. 0. ... 0. 0. 0.]
6643,1,17,3,1,6.705882352941177,130,9,[0. 0. 0. ... 0. 0. 0.]
7556,0,8,2,0,4.875,46,0,[0. 0. 0. ... 0. 0. 0.]
1566,0,11,7,0,3.272727272727273,46,0,[0. 0. 0. ... 0. 0. 0.]
6007,0,12,3,0,5.5,77,1,[0. 0. 0. ... 0. 0. 0.]
6036,0,7,1,1,8.142857142857142,63,5,[0. 0. 0. ... 0. 0. 0.]
3937,0,20,0,2,6.0,139,12,[0. 0. 0. ... 0. 0. 0.]
2439,1,9,0,0,6.111111111111111,63,1,[0. 0. 0. ... 0. 0. 0.]
5028,0,9,3,0,4.555555555555555,49,0,[0. 0. 0. ... 0. 0. 0.]
3538,0,21,6,1,5.238095238095238,130,9,[0. 0. 0. ... 0. 0. 0.]
738,0,9,4,0,5.222222222222222,55,2,[0. 0. 0. ... 0. 0. 0.]
2500,1,7,3,0,7.142857142857143,56,5,[0. 0. 0. ... 0. 0. 0.]
6025,0,15,2,3,8.133333333333333,136,21,[0. 0. 0. ... 0. 0. 0.]
932,1,22,7,1,5.318181818181818,138,7,[0. 0. 0. ... 0. 0. 0.]
2231,0,17,6,2,7.294117647058823,140,14,[0. 0. 0. ... 0. 0. 0.]
354,1,20,6,1,6.1,141,7,[0. 0. 0. ... 0. 0. 0.]
201,1,11,1,2,9.090909090909092,110,10,[0. 0. 0. ... 0. 0. 0.]
7228,0,17,1,2,6.823529411764706,132,13,[0. 0. 0. ... 0. 0. 0.]
5295,1,18,7,1,6.611111111111111,136,10,[0. 0. 0. ... 0. 0. 0.]
395,1,19,5,1,6.2105263157894735,136,11,[0. 0. 0. ... 0. 0. 0.]
2419,1,24,10,0,4.666666666666667,135,1,[0. 0. 0. ... 0. 0. 0.]
3354,1,13,1,2,8.153846153846153,118,14,[0. 0. 0. ... 0. 0. 0.]
3700,0,20,6,1,5.85,137,13,[0. 0. 0. ... 0. 0. 0.]
6277,0,2,1,0,6.5,14,4,[0. 0. 0. ... 0. 0. 0.]
5955,0,4,0,1,14.0,59,7,[0. 0. 0. ... 0. 0. 0.]
737,0,9,3,0,5.666666666666667,59,3,[0. 0. 0. ... 0. 0. 0.]
4658,1,17,6,1,5.529411764705882,110,12,[0. 0. 0. ... 0. 0. 0.]
3313,1,26,15,0,4.346153846153846,138,4,[0. 0. 0. ... 0. 0. 0.]
895,1,5,0,0,7.2,40,4,[0. 0. 0. ... 0. 0. 0.]
1931,0,15,9,0,4.0,74,2,[0. 0. 0. ... 0. 0. 0.]
290,1,26,13,0,4.307692307692308,137,1,[0. 0. 0. ... 0. 0. 0.]
1831,1,29,10,0,4.0,144,10,[0. 0. 0. ... 0. 0. 0.]
2536,1,18,6,0,6.166666666666667,128,0,[0. 0. 0. ... 0. 0. 0.]
4505,0,12,3,1,5.333333333333333,75,8,[0. 0. 0. ... 0. 0. 0.]
1506,1,14,4,1,7.071428571428571,112,5,[0. 0. 0. ... 0. 0. 0.]
6109,0,17,2,1,7.235294117647059,139,11,[0. 0. 0. ... 0. 0. 0.]
7459,0,13,2,0,6.846153846153846,101,3,[0. 0. 0. ... 0. 0. 0.]
357,0,8,2,2,8.25,73,13,[0. 0. 0. ... 0. 0. 0.]
5092,1,26,11,0,4.461538461538462,142,4,[0. 0. 0. ... 0. 0. 0.]
7157,1,19,9,0,4.105263157894737,96,3,[0. 0. 0. ... 0. 0. 0.]
3321,1,21,12,0,4.380952380952381,112,0,[0. 0. 0. ... 0. 0. 0.]
6447,1,17,5,0,6.941176470588236,134,13,[0. 0. 0. ... 0. 0. 0.]
1043,0,8,2,0,4.0,39,3,[0. 0. 0. ... 0. 0. 0.]
917,0,17,2,0,5.529411764705882,112,8,[0. 0. 0. ... 0. 0. 0.]
4925,0,21,5,1,5.476190476190476,135,8,[0. 0. 0. ... 0. 0. 0.]
4548,0,4,1,0,6.25,28,0,[0. 0. 0. ... 0. 0. 0.]
5443,0,16,5,1,7.5625,138,10,[0. 0. 0. ... 0. 0. 0.]
4553,1,18,2,1,5.5,117,7,[0. 0. 0. ... 0. 0. 0.]
1942,0,28,4,0,3.571428571428572,127,5,[0. 0. 0. ... 0. 0. 0.]
3776,1,20,2,1,4.8,115,12,[0. 0. 0. ... 0. 0. 0.]
5080,0,20,7,1,5.5,129,9,[0. 0. 0. ... 0. 0. 0.]
4574,0,11,2,0,8.0,98,7,[0. 0. 0. ... 0. 0. 0.]
4692,1,17,5,1,7.294117647058823,140,17,[0. 0. 0. ... 0. 0. 0.]
3497,0,17,2,1,5.647058823529412,113,10,[0. 0. 0. ... 0. 0. 0.]
2528,0,23,13,1,4.956521739130435,136,9,[0. 0. 0. ... 0. 0. 0.]
4424,0,22,13,0,4.5,120,1,[0. 0. 0. ... 0. 0. 0.]
7220,1,30,17,0,3.7666666666666666,142,4,[0. 0. 0. ... 0. 0. 0.]
2267,0,25,12,0,4.48,136,4,[0. 0. 0. ... 0. 0. 0.]
4862,1,14,4,1,8.0,125,8,[0. 0. 0. ... 0. 0. 0.]
2596,1,18,3,1,6.555555555555555,135,11,[0. 0. 0. ... 0. 0. 0.]
3691,1,19,8,0,4.421052631578948,102,3,[0. 0. 0. ... 0. 0. 0.]
7476,0,17,7,0,5.0588235294117645,102,2,[0. 0. 0. ... 0. 0. 0.]
1654,0,24,11,0,4.166666666666667,123,1,[0. 0. 0. ... 0. 0. 0.]
4964,0,5,1,0,4.0,24,3,[0. 0. 0. ... 0. 0. 0.]
3338,0,25,13,0,4.56,138,3,[0. 0. 0. ... 0. 0. 0.]
5664,0,7,1,1,7.428571428571429,58,12,[0. 0. 0. ... 0. 0. 0.]
2093,0,11,4,0,3.636363636363636,50,0,[0. 0. 0. ... 0. 0. 0.]
2925,0,16,4,2,7.5625,136,15,[0. 0. 0. ... 0. 0. 0.]
200,0,12,1,1,7.166666666666667,97,7,[0. 0. 0. ... 0. 0. 0.]
1530,1,17,5,0,6.588235294117647,130,1,[0. 0. 0. ... 0. 0. 0.]
4989,0,18,9,0,4.5,98,2,[0. 0. 0. ... 0. 0. 0.]
4748,1,7,4,0,5.428571428571429,44,1,[0. 0. 0. ... 0. 0. 0.]
98,0,10,7,0,4.4,53,2,[0. 0. 0. ... 0. 0. 0.]
2407,1,17,8,0,5.117647058823529,103,4,[0. 0. 0. ... 0. 0. 0.]
5275,1,21,7,1,5.666666666666667,139,6,[0. 0. 0. ... 0. 0. 0.]
4381,1,12,3,1,6.916666666666667,94,9,[0. 0. 0. ... 0. 0. 0.]
139,1,18,3,1,6.611111111111111,136,9,[0. 0. 0. ... 0. 0. 0.]
2006,0,5,0,0,4.4,26,2,[0. 0. 0. ... 0. 0. 0.]
2804,1,20,0,0,6.0,139,6,[0. 0. 0. ... 0. 0. 0.]
5944,0,4,0,1,11.75,50,12,[0. 0. 0. ... 0. 0. 0.]
359,0,18,0,2,6.722222222222222,139,12,[0. 0. 0. ... 0. 0. 0.]
1263,0,25,13,0,4.0,124,0,[0. 0. 0. ... 0. 0. 0.]
3446,1,18,5,2,6.388888888888889,132,12,[0. 0. 0. ... 0. 0. 0.]
2765,0,20,7,1,5.85,136,12,[0. 0. 0. ... 0. 0. 0.]
5533,0,16,2,1,6.8125,124,7,[0. 0. 0. ... 0. 0. 0.]
4147,0,14,7,1,5.428571428571429,90,7,[0. 0. 0. ... 0. 0. 0.]
4771,1,9,2,1,7.222222222222222,73,8,[0. 0. 0. ... 0. 0. 0.]
3035,1,14,9,1,5.714285714285714,93,7,[0. 0. 0. ... 0. 0. 0.]
4656,1,23,8,0,5.217391304347826,142,3,[0. 0. 0. ... 0. 0. 0.]
235,0,13,6,0,4.6923076923076925,73,0,[0. 0. 0. ... 0. 0. 0.]
4735,0,3,1,0,3.0,11,1,[0. 0. 0. ... 0. 0. 0.]
7154,0,17,6,0,4.294117647058823,89,4,[0. 0. 0. ... 0. 0. 0.]
2243,0,15,5,0,4.933333333333334,88,4,[0. 0. 0. ... 0. 0. 0.]
6302,0,15,2,2,8.066666666666666,135,13,[0. 0. 0. ... 0. 0. 0.]
1237,1,23,8,1,5.0,137,7,[0. 0. 0. ... 0. 0. 0.]
2675,1,8,0,1,7.5,67,14,[0. 0. 0. ... 0. 0. 0.]
3230,0,15,0,1,8.533333333333333,142,17,[0. 0. 0. ... 0. 0. 0.]
2428,1,24,10,1,4.916666666666667,141,8,[0. 0. 0. ... 0. 0. 0.]
5964,0,21,10,0,4.619047619047619,117,8,[0. 0. 0. ... 0. 0. 0.]
5410,0,18,10,0,4.222222222222222,93,2,[0. 0. 0. ... 0. 0. 0.]
2441,1,9,0,0,6.111111111111111,63,1,[0. 0. 0. ... 0. 0. 0.]
2189,1,14,4,1,6.357142857142857,102,5,[0. 0. 0. ... 0. 0. 0.]
3011,0,17,2,1,6.0,118,8,[0. 0. 0. ... 0. 0. 0.]
4457,1,21,3,0,5.333333333333333,133,0,[0. 0. 0. ... 0. 0. 0.]
1247,0,17,3,1,7.294117647058823,140,9,[0. 0. 0. ... 0. 0. 0.]
1617,0,24,10,0,4.583333333333333,133,3,[0. 0. 0. ... 0. 0. 0.]
3407,0,24,10,0,3.6666666666666665,111,10,[0. 0. 0. ... 0. 0. 0.]
4736,0,19,8,1,5.2631578947368425,118,11,[0. 0. 0. ... 0. 0. 0.]
2629,1,17,5,0,5.411764705882353,108,2,[0. 0. 0. ... 0. 0. 0.]
6236,1,18,5,1,6.444444444444445,133,13,[0. 0. 0. ... 0. 0. 0.]
3801,1,8,1,1,6.875,62,6,[0. 0. 0. ... 0. 0. 0.]
2845,1,13,3,2,8.461538461538462,123,18,[0. 0. 0. ... 0. 0. 0.]
4064,1,11,1,1,8.272727272727273,101,6,[0. 0. 0. ... 0. 0. 0.]
2343,1,14,4,1,7.285714285714286,115,6,[0. 0. 0. ... 0. 0. 0.]
7052,1,15,2,1,8.133333333333333,136,12,[0. 0. 0. ... 0. 0. 0.]
1171,1,15,2,2,7.266666666666667,123,14,[0. 0. 0. ... 0. 0. 0.]
6179,0,17,2,1,6.0,118,7,[0. 0. 0. ... 0. 0. 0.]
4413,0,26,13,0,4.346153846153846,138,3,[0. 0. 0. ... 0. 0. 0.]
3042,1,17,1,1,7.0,135,23,[0. 0. 0. ... 0. 0. 0.]
5563,0,14,4,2,6.928571428571429,111,28,[0. 0. 0. ... 0. 0. 0.]
3869,0,19,9,1,5.105263157894737,115,7,[0. 0. 0. ... 0. 0. 0.]
419,0,4,1,0,4.5,21,2,[0. 0. 0. ... 0. 0. 0.]
5880,0,9,2,1,6.444444444444445,66,7,[0. 0. 0. ... 0. 0. 0.]
898,0,19,8,1,5.421052631578948,121,10,[0. 0. 0. ... 0. 0. 0.]
4067,1,16,5,1,5.875,109,9,[0. 0. 0. ... 0. 0. 0.]
2240,0,24,10,0,4.458333333333333,132,6,[0. 0. 0. ... 0. 0. 0.]
2221,0,16,5,0,5.625,105,7,[0. 0. 0. ... 0. 0. 0.]
5970,0,5,0,0,8.6,47,3,[0. 0. 0. ... 0. 0. 0.]
5966,0,22,8,0,4.363636363636363,117,7,[0. 0. 0. ... 0. 0. 0.]
1008,0,27,9,0,4.185185185185185,139,6,[0. 0. 0. ... 0. 0. 0.]
51,1,11,2,1,5.909090909090909,75,5,[0. 0. 0. ... 0. 0. 0.]
5220,0,19,8,0,6.157894736842105,135,5,[0. 0. 0. ... 0. 0. 0.]
3353,1,10,3,1,7.4,83,6,[0. 0. 0. ... 0. 0. 0.]
304,0,16,4,0,4.75,91,10,[0. 0. 0. ... 0. 0. 0.]
4203,1,12,6,0,5.0,71,6,[0. 0. 0. ... 0. 0. 0.]
2892,0,12,3,1,6.5,89,11,[0. 0. 0. ... 0. 0. 0.]
871,0,18,6,0,4.333333333333333,99,2,[0. 0. 0. ... 0. 0. 0.]
6436,1,11,1,2,8.181818181818182,100,11,[0. 0. 0. ... 0. 0. 0.]
4957,0,23,7,0,4.826086956521739,136,3,[0. 0. 0. ... 0. 0. 0.]
6293,0,17,8,0,4.823529411764706,98,3,[0. 0. 0. ... 0. 0. 0.]
2743,0,23,7,0,4.652173913043479,129,9,[0. 0. 0. ... 0. 0. 0.]
2650,0,15,8,0,5.133333333333334,91,4,[0. 0. 0. ... 0. 0. 0.]
5318,1,17,5,2,6.882352941176471,133,13,[0. 0. 0. ... 0. 0. 0.]
4835,0,22,8,1,5.181818181818182,135,9,[0. 0. 0. ... 0. 0. 0.]
1615,0,10,2,0,6.3,73,6,[0. 0. 0. ... 0. 0. 0.]
7322,0,25,10,0,4.52,140,2,[0. 0. 0. ... 0. 0. 0.]
5984,1,5,2,1,9.2,50,9,[0. 0. 0. ... 0. 0. 0.]
3362,1,20,7,0,5.15,122,3,[0. 0. 0. ... 0. 0. 0.]
3373,1,27,11,0,4.111111111111111,137,2,[0. 0. 0. ... 0. 0. 0.]
4786,0,24,11,0,4.833333333333333,139,6,[0. 0. 0. ... 0. 0. 0.]
3811,0,10,3,0,5.8,68,3,[0. 0. 0. ... 0. 0. 0.]
4547,1,17,1,1,7.0,135,10,[0. 0. 0. ... 0. 0. 0.]
5538,1,19,5,0,6.2631578947368425,137,1,[0. 0. 0. ... 0. 0. 0.]
2005,1,18,8,0,4.444444444444445,97,1,[0. 0. 0. ... 0. 0. 0.]
5732,1,19,11,1,5.0,113,7,[0. 0. 0. ... 0. 0. 0.]
3059,1,20,6,1,6.15,142,8,[0. 0. 0. ... 0. 0. 0.]
3220,1,17,4,1,7.0588235294117645,136,7,[0. 0. 0. ... 0. 0. 0.]
6171,0,4,1,0,5.75,26,1,[0. 0. 0. ... 0. 0. 0.]
2367,1,12,4,1,6.083333333333333,84,7,[0. 0. 0. ... 0. 0. 0.]
339,0,9,3,0,6.111111111111111,63,5,[0. 0. 0. ... 0. 0. 0.]
1190,0,17,2,2,7.294117647058823,140,18,[0. 0. 0. ... 0. 0. 0.]
2136,1,13,2,1,9.307692307692308,133,17,[0. 0. 0. ... 0. 0. 0.]
5119,0,12,4,1,6.75,92,9,[0. 0. 0. ... 0. 0. 0.]
1377,0,16,4,1,6.9375,126,11,[0. 0. 0. ... 0. 0. 0.]
1392,0,17,7,1,5.411764705882353,108,7,[0. 0. 0. ... 0. 0. 0.]
6584,1,15,7,0,5.666666666666667,100,1,[0. 0. 0. ... 0. 0. 0.]
3159,0,11,2,1,7.909090909090909,97,7,[0. 0. 0. ... 0. 0. 0.]
7084,0,23,11,0,4.782608695652174,132,3,[0. 0. 0. ... 0. 0. 0.]
5572,1,19,9,0,5.315789473684211,119,6,[0. 0. 0. ... 0. 0. 0.]
5775,1,19,5,0,6.157894736842105,135,4,[0. 0. 0. ... 0. 0. 0.]
6516,0,15,9,0,3.1333333333333333,61,1,[0. 0. 0. ... 0. 0. 0.]
5513,0,12,3,0,5.916666666666667,82,5,[0. 0. 0. ... 0. 0. 0.]
7306,1,16,2,1,7.625,137,11,[0. 0. 0. ... 0. 0. 0.]
4651,0,14,4,0,5.857142857142857,95,6,[0. 0. 0. ... 0. 0. 0.]
5633,1,15,5,1,5.866666666666666,102,6,[0. 0. 0. ... 0. 0. 0.]
2475,1,15,2,2,7.6,128,11,[0. 0. 0. ... 0. 0. 0.]
4970,0,23,8,0,5.130434782608695,140,4,[0. 0. 0. ... 0. 0. 0.]
